Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
118,Zach Edey,23,MEM,C,11,11,25.8,5.6,8.9,0.633,0.1,0.5,0.2,5.5,8.5,0.656,0.638,2.3,2.9,0.781,3.9,7.2,11.1,1.1,0.6,1.9,2.4,3.4,13.6,,edeyza01
119,Nic Claxton,26,BRK,C,26,26,30.3,5.2,9.3,0.564,0,0.4,0.091,5.2,8.8,0.587,0.566,3,4.4,0.693,2.8,5,7.8,4.5,0.7,1.4,1.5,2.2,13.5,,claxtni01
120,Kyle Kuzma,30,MIL,PF,26,12,26.2,5.2,10.1,0.515,0.9,2.7,0.329,4.3,7.4,0.583,0.559,2.2,3,0.731,0.9,3.7,4.6,2.2,0.8,0.5,1.6,2.4,13.5,,kuzmaky01
121,Jaylon Tyson,23,CLE,SG,23,17,28.3,5.1,9.4,0.539,2.1,4.5,0.466,3,5,0.605,0.65,1.2,1.6,0.778,2,3.6,5.6,2,1,0.7,1,3.4,13.5,,tysonja01
122,Matas Buzelis,21,CHI,PF,26,26,27.9,4.9,10.4,0.47,1.4,4.3,0.319,3.5,6,0.58,0.537,2.3,2.8,0.819,1.1,4.2,5.3,1.6,0.8,1.3,1.9,2.8,13.4,,buzelma01
123,Cedric Coward,22,MEM,SG,27,14,27.1,4.9,10.6,0.46,1.4,4.5,0.311,3.4,6,0.571,0.526,2.3,2.7,0.849,1.4,4.8,6.2,2.8,0.6,0.3,1.6,2,13.4,,cowarce01
124,Tobias Harris,33,DET,PF,17,17,28.6,4.8,10.9,0.435,1.5,4.4,0.347,3.2,6.5,0.495,0.505,2.4,2.8,0.833,0.9,4.1,5,2.4,0.5,0.2,1,2.4,13.4,,harrito02
125,Anthony Black,22,ORL,PG,27,7,28.9,4.9,11,0.441,1.1,3.7,0.3,3.7,7.3,0.513,0.492,2.5,3.7,0.68,0.7,3.3,4,3.3,1.3,0.7,2.2,2.5,13.3,,blackan01
126,Rui Hachimura,27,LAL,PF,25,25,32.9,5.2,9.6,0.535,1.9,4.1,0.456,3.3,5.5,0.594,0.633,1.1,1.4,0.75,0.8,3,3.8,0.8,0.5,0.2,0.9,1.8,13.3,,hachiru01
127,Noah Clowney,21,BRK,PF,26,20,28,3.9,9.7,0.403,2.2,6.5,0.341,1.7,3.2,0.53,0.518,3.1,3.7,0.833,0.7,3.1,3.8,1.9,0.7,0.8,1.8,2.7,13.2,,clownno01
128,Collin Gillespie,26,PHO,PG,27,8,27.7,4.6,10.6,0.435,2.8,6.7,0.417,1.8,3.9,0.467,0.567,1.1,1.3,0.886,1,2.9,3.9,4.8,1.2,0.3,1.9,1.4,13.1,,gilleco01
129,Malik Monk,27,SAC,SG,23,0,24,4.7,10.7,0.435,1.9,4.7,0.411,2.7,6,0.453,0.524,1.8,2,0.872,0.4,1.7,2.1,2.5,0.8,0.5,1.2,1.8,13,,monkma01
130,Anfernee Simons,26,BOS,SG,26,0,23.7,4.6,10.7,0.43,2.3,6.1,0.38,2.3,4.6,0.496,0.538,1.5,1.7,0.886,0.3,1.7,2.1,2.5,0.5,0.2,1,2,13,,simonan01
131,Mark Williams,24,PHO,C,23,20,24.8,5.1,7.7,0.665,0,0,1,5,7.6,0.663,0.668,2.8,3.7,0.762,3,5.1,8.1,1.1,1.3,0.9,1,2.6,13,,willima07
132,Santi Aldama,25,MEM,PF,27,5,26.9,4.9,10.5,0.468,1.4,4.3,0.325,3.5,6.2,0.569,0.535,1.6,2.4,0.667,1.4,5.1,6.5,3,0.9,0.7,1.1,1.5,12.9,,aldamsa01
133,Isaiah Joe,26,OKC,SG,18,0,23.3,4,8.6,0.468,2.9,6.8,0.431,1.1,1.7,0.613,0.64,2,2.2,0.923,0.6,2.3,2.9,1.6,0.7,0.2,1,1.8,12.9,,joeis01
134,Naji Marshall,28,DAL,SF,28,9,28.2,4.4,8.4,0.528,0.9,3.1,0.302,3.5,5.3,0.658,0.583,3.1,3.9,0.807,0.9,3.8,4.7,2.5,1.1,0.1,1,2.1,12.9,,marshna01
135,Harrison Barnes,33,SAS,PF,26,26,30.5,4.4,9.5,0.466,2.3,5.7,0.399,2.2,3.8,0.566,0.585,1.7,1.9,0.86,0.9,2.4,3.3,2.3,1,0.2,1.2,1.6,12.8,,barneha02
136,Derik Queen,21,NOP,C,28,16,25.6,4.9,9.7,0.5,0.1,0.7,0.1,4.8,9,0.532,0.504,3,3.8,0.794,1.7,4.9,6.6,4,1,0.9,2.3,3.3,12.8,,queende01
137,Reed Sheppard,21,HOU,SG,24,4,25.3,4.8,10.5,0.456,2.6,6,0.428,2.2,4.5,0.495,0.579,0.7,1,0.696,0.3,2.8,3.2,3.3,1.5,0.5,1.2,2,12.8,,sheppre01
138,Jaylen Wells,22,MEM,SG,27,27,27,4.3,9.7,0.443,1.8,5,0.363,2.5,4.7,0.528,0.536,2.3,3,0.788,1,2.6,3.6,1.7,0.9,0,0.8,2,12.7,,wellsja01
139,Keldon Johnson,26,SAS,SF,26,0,23.5,4.8,8.5,0.566,0.9,2.7,0.343,3.9,5.8,0.669,0.62,2,2.7,0.746,2,4.5,6.6,1.6,0.7,0.1,1,2,12.6,,johnske04
140,Toumani Camara,25,POR,PF,27,27,33.1,4.5,10.7,0.419,2.4,7,0.339,2.1,3.7,0.57,0.529,1.1,1.6,0.721,1.9,3.4,5.3,2.9,1.1,0.5,2,3.4,12.5,,camarto01
141,Myles Turner,29,MIL,C,28,28,28.6,4.1,9.4,0.432,2.2,5.9,0.378,1.9,3.6,0.52,0.549,2.1,2.9,0.732,1.1,4.4,5.5,1.6,0.8,1.5,1,2.8,12.5,,turnemy01
142,Josh Hart,30,NYK,SF,24,10,29.7,4.7,9.1,0.511,1.5,4,0.381,3.1,5.1,0.615,0.596,1.5,1.9,0.822,1.7,6,7.7,5,1.4,0.3,2.1,2.6,12.4,,hartjo01
143,Tre Jones,26,CHI,PG,20,11,28,4.2,8.2,0.515,0.4,1.6,0.25,3.8,6.6,0.58,0.54,3.6,4.3,0.847,0.6,2.5,3,5.2,1.7,0.3,1.5,1.6,12.4,,jonestr01
144,Wendell Carter Jr.,26,ORL,C,26,26,29.8,4.2,7.8,0.542,1.3,3,0.442,2.9,4.8,0.603,0.626,2.5,3.3,0.776,2.7,4.9,7.6,1.9,0.8,0.7,1.5,3.7,12.3,,cartewe01
145,John Collins,28,LAC,PF,27,18,27,4.8,9.6,0.498,0.9,3,0.288,3.9,6.6,0.592,0.542,1.9,2.3,0.81,1.2,3.3,4.5,0.8,0.8,0.6,1.5,2.3,12.3,,collijo01
146,Brandin Podziemski,22,GSW,SG,28,11,27.7,4.4,9.6,0.454,1.9,4.7,0.412,2.4,4.9,0.493,0.554,1.7,2.2,0.758,0.7,3.9,4.6,3.1,1.2,0.2,1.5,2.1,12.3,,podzibr01
147,Bobby Portis,30,MIL,PF,28,2,22.3,4.9,10,0.493,1.9,3.9,0.477,3.1,6.1,0.503,0.586,0.6,0.9,0.654,1.1,4.9,5.9,1.3,0.5,0.1,1,1.6,12.3,,portibo01
148,Dennis Schröder,32,SAC,PG,20,12,28.7,4.5,11.2,0.397,1.5,4.3,0.349,3,6.9,0.428,0.464,1.9,2.4,0.792,0.4,3.1,3.5,5.9,0.8,0.2,2,1.8,12.3,,schrode01
149,Tim Hardaway Jr.,33,DEN,SG,26,1,25.5,4.2,9,0.464,2.4,5.8,0.408,1.8,3.1,0.568,0.597,1.5,1.7,0.886,0.2,1.9,2.1,1.5,0.5,0.1,0.3,1.1,12.2,,hardati02
150,Isaiah Hartenstein,27,OKC,C,20,20,27.4,5.3,7.9,0.665,0,0.2,0,5.3,7.7,0.682,0.665,1.6,2.5,0.64,3.5,7.1,10.6,3.3,1.3,0.8,2.1,2.8,12.1,,harteis01
151,Kevin Huerter,27,CHI,SF,21,8,24.2,4.6,9.7,0.473,1.6,5,0.327,3,4.7,0.626,0.557,1.3,1.6,0.848,0.5,2.8,3.2,2.2,0.9,0.7,1.4,2.1,12.1,,huertke01
152,Cam Spencer,25,MEM,SG,26,1,21.7,3.9,7.6,0.515,2.5,5,0.508,1.4,2.6,0.529,0.682,1.7,1.8,0.915,0.3,1.9,2.2,4,0.8,0.1,1.2,1.7,12,,spencca01
153,Duncan Robinson,31,DET,SF,25,25,30.4,3.9,9.1,0.432,2.8,7.2,0.392,1.1,1.8,0.587,0.588,1.2,1.5,0.789,0.4,2.6,2.9,1.9,0.9,0.3,0.7,2.5,11.9,,robindu01
154,Aaron Wiggins,27,OKC,SG,16,5,24.1,4.5,9.9,0.456,2.2,5.4,0.407,2.3,4.5,0.514,0.566,0.7,0.9,0.733,0.8,2.4,3.1,1.8,0.6,0.6,1.1,2.1,11.9,,wiggiaa01
155,Max Christie,22,DAL,SG,28,21,28.7,3.9,8.2,0.48,2.4,5.3,0.459,1.5,2.9,0.519,0.629,1.5,1.8,0.84,0.2,3.1,3.3,1.9,0.5,0.5,1.1,1.6,11.8,,chrisma02
156,Jonathan Kuminga,23,GSW,PF,18,13,24.8,4.3,10.1,0.431,0.9,2.8,0.32,3.4,7.3,0.473,0.475,2.2,3,0.741,1.6,4.6,6.2,2.6,0.3,0.3,2.4,1.7,11.8,,kuminjo01
157,Dyson Daniels,22,ATL,SG,28,28,34,5.1,10.5,0.491,0.3,1.6,0.152,4.9,8.8,0.555,0.503,1.1,1.9,0.615,2.3,4.1,6.4,5.7,2,0.4,2.4,2.4,11.7,,daniedy01
158,Cameron Johnson,29,DEN,SF,25,25,30.9,4.1,8.8,0.466,1.8,4.6,0.395,2.3,4.2,0.543,0.568,1.8,2.2,0.8,0.8,2.9,3.7,2.2,0.6,0.3,1,2.3,11.7,,johnsca02
159,Rudy Gobert,33,MIN,C,27,27,31.2,4.8,6.4,0.746,0,0,,4.8,6.4,0.746,0.746,2.1,3.9,0.528,3.7,6.8,10.5,2,0.5,1.5,1.5,2.9,11.6,,goberru01
160,Miles McBride,25,NYK,SG,20,9,27,4,9.1,0.436,2.8,6.2,0.444,1.2,2.9,0.421,0.588,1,1.2,0.792,0.7,1.9,2.6,2.5,0.7,0.3,0.8,1.8,11.6,,mcbrimi01
161,Tari Eason,24,HOU,PF,11,1,23.2,4.3,8.6,0.495,2.5,4.8,0.509,1.8,3.8,0.476,0.637,0.5,0.6,0.714,1.5,3.7,5.2,1.6,0.8,0.5,1.7,1.6,11.5,,easonta01
162,Kel'el Ware,21,MIA,C,27,17,24.1,4.4,8.2,0.543,0.9,2.3,0.41,3.5,5.9,0.594,0.6,1.7,2,0.818,3.2,7.1,10.3,0.6,0.9,1.4,1.1,1.8,11.5,,wareke01
163,Christian Braun,24,DEN,SG,11,11,29.5,4.4,8.8,0.495,0.5,2.5,0.214,3.8,6.3,0.609,0.526,2.1,2.6,0.793,1.6,2.7,4.4,3,0.8,0.3,1.3,2.2,11.4,,braunch01
164,Moses Moody,23,GSW,SG,26,15,24.9,3.7,9.1,0.407,2.3,6.1,0.377,1.4,3,0.468,0.534,1.7,2,0.83,0.9,2.5,3.4,1.5,1,0.7,1.1,2.1,11.4,,moodymo01
165,Ausar Thompson,23,DET,SF,23,22,26.6,4.7,9.2,0.517,0.2,0.7,0.313,4.5,8.5,0.533,0.528,1.7,3.3,0.526,2,3.8,5.8,2.8,1.4,0.7,1.4,2.6,11.4,,thompau01
166,Julian Champagnie,24,SAS,SF,26,17,28.6,3.5,8.3,0.428,2.3,6.2,0.379,1.2,2.1,0.574,0.57,1.7,2,0.843,0.9,4.7,5.6,1.5,0.9,0.5,1,1.5,11.1,,champju02
167,A.J. Green,26,MIL,SG,25,25,28.8,3.5,7.2,0.486,3.2,6.6,0.485,0.3,0.6,0.5,0.707,0.8,1,0.792,0,2.7,2.8,2.1,0.6,0.1,0.8,2.7,11,,greenaj01
168,Tre Johnson,19,WAS,SG,18,4,23.3,4,9.3,0.429,1.9,4.9,0.398,2.1,4.4,0.463,0.533,1.1,1.3,0.826,0.6,2.4,3,1.4,0.4,0.4,1.4,1.8,11,,johnstr03
169,Jock Landale,30,MEM,C,27,13,22.2,4.3,8.1,0.53,1.1,2.7,0.431,3.1,5.4,0.578,0.6,1.3,1.9,0.686,2.4,3.2,5.6,1.6,0.6,0.4,1,2.6,11,,landajo01
170,Zaccharie Risacher,20,ATL,SF,25,25,24.5,4.4,9.5,0.458,1.3,4.3,0.299,3.1,5.2,0.588,0.525,1,1.4,0.706,0.8,2,2.7,1.5,1.1,0.5,0.8,2,11,,risacza01
171,D'Angelo Russell,29,DAL,PG,22,3,19.9,3.8,9.5,0.404,1.3,4.6,0.284,2.5,4.8,0.519,0.474,2,2.7,0.717,0.4,2.2,2.5,4.1,0.5,0.1,2.1,1.4,10.9,,russeda01
172,Brandon Williams,26,DAL,PG,25,9,22.2,3.7,9.4,0.396,0.6,2.9,0.192,3.2,6.5,0.488,0.426,2.9,3.6,0.8,0.6,2,2.6,4.1,1.3,0.3,1.9,1.6,10.9,,willibr03
